hand,avg_reward,win_rate
500,-0.646,0.004
1000,-0.718,0.006
1500,-0.676,0.004
2000,-0.687,0.01
2500,-0.643,0.016
3000,-0.791,0.016
3500,-0.692,0.012
4000,-0.676,0.02
4500,-0.918,0.018
5000,-0.641,0.024
5500,-0.84,0.018
6000,-0.601,0.034
6500,-0.769,0.036
7000,-0.755,0.024
7500,-0.7,0.046
8000,-0.569,0.048
8500,-0.586,0.062
9000,-0.701,0.038
9500,-0.821,0.05
10000,-0.682,0.064
