hand,avg_reward,win_rate
500,-0.789,0.0
1000,-0.644,0.004
1500,-0.736,0.004
2000,-0.815,0.01
2500,-0.73,0.014
3000,-0.675,0.018
3500,-0.69,0.026
4000,-0.659,0.02
4500,-0.626,0.03
5000,-0.659,0.03
5500,-0.629,0.032
6000,-0.662,0.03
6500,-0.789,0.032
7000,-0.689,0.04
7500,-0.805,0.044
8000,-0.599,0.052
8500,-0.604,0.046
9000,-0.814,0.034
9500,-0.706,0.054
10000,-0.618,0.05
10500,-0.708,0.054
11000,-0.594,0.064
11500,-0.357,0.084
12000,-0.796,0.06
12500,-0.575,0.076
13000,-0.674,0.094
13500,-0.36,0.104
14000,-0.694,0.102
14500,-0.604,0.104
15000,-0.291,0.12
15500,-0.786,0.124
16000,-0.779,0.09
16500,-0.508,0.12
17000,-0.434,0.132
17500,-0.33,0.12
18000,-0.229,0.142
18500,-0.185,0.158
19000,-0.357,0.16
19500,-0.265,0.15
20000,-0.171,0.158
20500,-0.356,0.148
21000,-0.285,0.178
21500,-0.162,0.204
22000,-0.601,0.14
22500,-0.429,0.174
23000,-0.175,0.178
23500,-0.32,0.17
24000,0.184,0.222
24500,-0.69,0.168
25000,-0.59,0.17
25500,-0.726,0.154
26000,-0.384,0.172
26500,-0.524,0.174
27000,-0.307,0.188
27500,-0.146,0.204
28000,-0.279,0.178
28500,0.276,0.222
29000,-0.397,0.196
29500,-0.186,0.214
30000,-0.136,0.218
30500,-0.346,0.192
31000,0.088,0.242
31500,-0.283,0.196
32000,-0.401,0.18
32500,0.158,0.262
33000,-0.041,0.236
33500,0.385,0.258
34000,-0.056,0.218
34500,-0.428,0.218
35000,-0.271,0.212
35500,0.22,0.258
36000,-0.253,0.236
36500,0.152,0.238
37000,-0.246,0.236
37500,0.278,0.246
38000,0.042,0.218
38500,0.085,0.254
39000,0.369,0.27
39500,-0.088,0.266
40000,0.313,0.27
40500,0.282,0.278
41000,-0.025,0.234
41500,-0.156,0.22
42000,-0.279,0.246
42500,0.492,0.252
43000,-0.16,0.252
43500,0.082,0.254
44000,-0.066,0.254
44500,0.435,0.278
45000,0.368,0.262
45500,0.031,0.248
46000,-0.13,0.252
46500,0.273,0.282
47000,-0.08,0.252
47500,-0.028,0.24
48000,0.294,0.272
48500,0.088,0.262
49000,-0.072,0.236
49500,0.293,0.272
50000,0.508,0.272
50500,-0.264,0.218
51000,0.088,0.234
51500,-0.104,0.236
52000,-0.012,0.246
52500,0.559,0.274
53000,0.467,0.282
53500,0.337,0.262
54000,-0.151,0.25
54500,0.045,0.266
55000,0.042,0.252
55500,0.009,0.242
56000,0.25,0.308
56500,0.151,0.268
57000,-0.206,0.25
57500,-0.11,0.258
58000,0.168,0.254
58500,0.292,0.274
59000,0.658,0.286
59500,-0.28,0.238
60000,0.161,0.262
60500,0.052,0.284
61000,-0.376,0.218
61500,0.148,0.248
62000,0.256,0.258
62500,-0.068,0.246
63000,0.314,0.256
63500,0.088,0.256
64000,0.168,0.25
64500,-0.026,0.238
65000,0.118,0.26
65500,0.278,0.262
66000,0.058,0.244
66500,0.058,0.248
67000,0.136,0.28
67500,-0.308,0.224
68000,0.07,0.238
68500,0.282,0.268
69000,-0.044,0.252
69500,0.322,0.278
70000,-0.348,0.218
70500,-0.006,0.24
71000,-0.379,0.204
71500,0.134,0.262
72000,0.118,0.27
72500,0.16,0.266
73000,0.27,0.26
73500,-0.132,0.23
74000,0.784,0.282
74500,0.406,0.288
75000,0.238,0.258
75500,0.098,0.28
76000,0.248,0.26
76500,0.5,0.286
77000,0.116,0.252
77500,-0.26,0.226
78000,0.054,0.258
78500,-0.036,0.238
79000,0.216,0.27
79500,0.132,0.272
80000,-0.248,0.228
80500,0.034,0.252
81000,-0.172,0.216
81500,0.16,0.272
82000,-0.112,0.234
82500,0.326,0.28
83000,0.284,0.262
83500,0.122,0.25
84000,0.194,0.266
84500,-0.296,0.23
85000,-0.002,0.274
85500,0.41,0.28
86000,0.038,0.262
86500,0.126,0.248
87000,0.514,0.286
87500,-0.168,0.234
88000,0.09,0.25
88500,0.04,0.248
89000,0.076,0.238
89500,0.392,0.258
90000,0.498,0.31
90500,0.426,0.278
91000,0.62,0.316
91500,-0.006,0.268
92000,0.206,0.26
92500,-0.32,0.222
93000,0.238,0.252
93500,-0.036,0.244
94000,0.362,0.262
94500,0.022,0.232
95000,-0.29,0.262
95500,-0.074,0.268
96000,0.25,0.268
96500,0.41,0.29
97000,0.51,0.268
97500,0.116,0.252
98000,0.43,0.264
98500,0.03,0.254
99000,0.176,0.266
99500,0.208,0.248
100000,-0.448,0.22
