hand,avg_reward,win_rate
500,-0.69,0.002
1000,-0.743,0.002
1500,-0.744,0.002
2000,-0.7,0.0
2500,-0.806,0.002
3000,-0.652,0.004
3500,-0.727,0.002
4000,-0.65,0.006
4500,-0.618,0.01
5000,-0.707,0.002
5500,-0.688,0.0
6000,-0.692,0.006
6500,-0.701,0.006
7000,-0.685,0.002
7500,-0.761,0.002
8000,-0.718,0.006
8500,-0.762,0.004
9000,-0.674,0.01
9500,-0.825,0.006
10000,-0.737,0.006
10500,-0.78,0.002
11000,-0.767,0.002
11500,-0.659,0.008
12000,-0.739,0.008
12500,-0.687,0.004
13000,-0.699,0.002
13500,-0.698,0.002
14000,-0.907,0.002
14500,-0.737,0.01
15000,-0.849,0.01
15500,-0.788,0.002
16000,-0.695,0.004
16500,-0.698,0.004
17000,-0.722,0.004
17500,-0.639,0.01
18000,-0.721,0.002
18500,-0.607,0.0
19000,-0.76,0.004
19500,-0.639,0.01
20000,-0.885,0.004
20500,-0.616,0.004
21000,-0.696,0.012
21500,-0.8,0.0
22000,-0.79,0.008
22500,-0.716,0.008
23000,-0.605,0.004
23500,-0.765,0.006
24000,-0.62,0.016
24500,-0.714,0.008
25000,-0.611,0.016
25500,-0.722,0.004
26000,-0.734,0.002
26500,-0.824,0.004
27000,-0.76,0.012
27500,-0.721,0.004
28000,-0.719,0.008
28500,-0.73,0.01
29000,-0.72,0.014
29500,-0.754,0.01
30000,-0.781,0.008
30500,-0.912,0.002
31000,-0.723,0.008
31500,-0.747,0.004
32000,-0.73,0.01
32500,-0.815,0.01
33000,-0.634,0.01
33500,-0.733,0.014
34000,-0.695,0.008
34500,-0.595,0.008
35000,-0.716,0.01
35500,-0.676,0.004
36000,-0.743,0.012
36500,-0.798,0.008
37000,-0.631,0.008
37500,-0.687,0.01
38000,-0.696,0.004
38500,-0.629,0.012
39000,-0.627,0.01
39500,-0.689,0.012
40000,-0.697,0.012
40500,-0.836,0.006
41000,-0.688,0.012
41500,-0.783,0.006
42000,-0.7,0.004
42500,-0.678,0.008
43000,-0.751,0.008
43500,-0.717,0.01
44000,-0.647,0.014
44500,-0.738,0.012
45000,-0.717,0.006
45500,-0.757,0.018
46000,-0.687,0.014
46500,-0.685,0.016
47000,-0.709,0.004
47500,-0.824,0.01
48000,-0.695,0.008
48500,-0.699,0.008
49000,-0.71,0.012
49500,-0.862,0.012
50000,-0.752,0.008
50500,-0.642,0.022
51000,-0.705,0.018
51500,-0.648,0.014
52000,-0.742,0.006
52500,-0.811,0.014
53000,-0.837,0.012
53500,-0.628,0.016
54000,-0.724,0.01
54500,-0.671,0.012
55000,-0.774,0.012
55500,-0.689,0.008
56000,-0.778,0.004
56500,-0.763,0.018
57000,-0.748,0.01
57500,-0.587,0.03
58000,-0.678,0.016
58500,-0.647,0.016
59000,-0.75,0.016
59500,-0.791,0.018
60000,-0.701,0.01
60500,-0.645,0.016
61000,-0.814,0.008
61500,-0.674,0.016
62000,-0.825,0.014
62500,-0.66,0.012
63000,-0.823,0.01
63500,-0.666,0.026
64000,-0.737,0.014
64500,-0.687,0.012
65000,-0.831,0.006
65500,-0.667,0.02
66000,-0.731,0.014
66500,-0.736,0.016
67000,-0.666,0.018
67500,-0.74,0.014
68000,-0.648,0.02
68500,-0.666,0.02
69000,-0.654,0.014
69500,-0.672,0.006
70000,-0.519,0.022
70500,-0.799,0.014
71000,-0.663,0.022
71500,-0.51,0.044
72000,-0.654,0.016
72500,-0.63,0.028
73000,-0.672,0.01
73500,-0.703,0.026
74000,-0.79,0.022
74500,-0.613,0.024
75000,-0.662,0.022
75500,-0.814,0.012
76000,-0.687,0.012
76500,-0.676,0.018
77000,-0.547,0.024
77500,-0.644,0.028
78000,-0.794,0.008
78500,-0.7,0.014
79000,-0.754,0.014
79500,-0.719,0.022
80000,-0.863,0.012
80500,-0.684,0.024
81000,-0.67,0.028
81500,-0.542,0.024
82000,-0.89,0.01
82500,-0.707,0.02
83000,-0.675,0.02
83500,-0.649,0.02
84000,-0.802,0.022
84500,-0.802,0.016
85000,-0.599,0.032
85500,-0.599,0.034
86000,-0.818,0.018
86500,-0.555,0.034
87000,-0.663,0.022
87500,-0.727,0.022
88000,-0.626,0.03
88500,-0.71,0.032
89000,-0.711,0.018
89500,-0.726,0.03
90000,-0.694,0.022
90500,-0.732,0.022
91000,-0.686,0.026
91500,-0.64,0.038
92000,-0.785,0.016
92500,-0.731,0.022
93000,-0.658,0.026
93500,-0.617,0.03
94000,-0.81,0.026
94500,-0.671,0.03
95000,-0.631,0.026
95500,-0.745,0.03
96000,-0.712,0.026
96500,-0.668,0.034
97000,-0.598,0.026
97500,-0.735,0.018
98000,-0.613,0.034
98500,-0.782,0.02
99000,-0.737,0.016
99500,-0.624,0.03
100000,-0.728,0.032
