hand,avg_reward,win_rate
500,-0.816,0.0
1000,-0.83,0.0
1500,-0.701,0.004
2000,-0.671,0.002
2500,-0.739,0.004
3000,-0.678,0.006
3500,-0.732,0.006
4000,-0.754,0.002
4500,-0.673,0.002
5000,-0.647,0.01
5500,-0.747,0.004
6000,-0.779,0.004
6500,-0.671,0.008
7000,-0.598,0.014
7500,-0.76,0.006
8000,-0.748,0.004
8500,-0.729,0.002
9000,-0.668,0.004
9500,-0.653,0.006
10000,-0.727,0.002
10500,-0.723,0.004
11000,-0.749,0.002
11500,-0.663,0.006
12000,-0.771,0.0
12500,-0.751,0.008
13000,-0.639,0.006
13500,-0.822,0.004
14000,-0.751,0.002
14500,-0.798,0.004
15000,-0.677,0.008
15500,-0.828,0.002
16000,-0.764,0.01
16500,-0.667,0.01
17000,-0.621,0.008
17500,-0.69,0.006
18000,-0.798,0.004
18500,-0.71,0.002
19000,-0.781,0.002
19500,-0.72,0.006
20000,-0.798,0.002
20500,-0.697,0.002
21000,-0.77,0.002
21500,-0.791,0.006
22000,-0.751,0.008
22500,-0.714,0.004
23000,-0.793,0.008
23500,-0.694,0.012
24000,-0.725,0.014
24500,-0.794,0.004
25000,-0.655,0.008
25500,-0.766,0.012
26000,-0.925,0.004
26500,-0.631,0.008
27000,-0.663,0.01
27500,-0.794,0.002
28000,-0.719,0.01
28500,-0.754,0.012
29000,-0.692,0.008
29500,-0.737,0.004
30000,-0.665,0.006
30500,-0.764,0.006
31000,-0.833,0.004
31500,-0.706,0.002
32000,-0.577,0.014
32500,-0.735,0.008
33000,-0.747,0.002
33500,-0.792,0.008
34000,-0.739,0.008
34500,-0.786,0.006
35000,-0.759,0.008
35500,-0.732,0.008
36000,-0.725,0.006
36500,-0.79,0.008
37000,-0.814,0.006
37500,-0.633,0.016
38000,-0.661,0.008
38500,-0.646,0.006
39000,-0.83,0.006
39500,-0.828,0.002
40000,-0.65,0.01
40500,-0.657,0.008
41000,-0.692,0.01
41500,-0.667,0.014
42000,-0.705,0.008
42500,-0.676,0.016
43000,-0.767,0.012
43500,-0.834,0.008
44000,-0.801,0.016
44500,-0.753,0.01
45000,-0.738,0.012
45500,-0.764,0.014
46000,-0.773,0.004
46500,-0.809,0.008
47000,-0.75,0.01
47500,-0.917,0.002
48000,-0.808,0.01
48500,-0.662,0.002
49000,-0.766,0.008
49500,-0.733,0.008
50000,-0.768,0.008
50500,-0.823,0.014
51000,-0.791,0.004
51500,-0.64,0.014
52000,-0.743,0.01
52500,-0.777,0.004
53000,-0.707,0.016
53500,-0.739,0.004
54000,-0.757,0.012
54500,-0.727,0.012
55000,-0.755,0.006
55500,-0.771,0.014
56000,-0.632,0.016
56500,-0.675,0.016
57000,-0.766,0.004
57500,-0.701,0.012
58000,-0.722,0.01
58500,-0.695,0.01
59000,-0.708,0.016
59500,-0.589,0.02
60000,-0.793,0.008
60500,-0.758,0.01
61000,-0.788,0.014
61500,-0.79,0.01
62000,-0.731,0.026
62500,-0.694,0.024
63000,-0.718,0.028
63500,-0.82,0.008
64000,-0.795,0.008
64500,-0.678,0.02
65000,-0.735,0.026
65500,-0.745,0.018
66000,-0.691,0.012
66500,-0.651,0.024
67000,-0.712,0.014
67500,-0.784,0.008
68000,-0.771,0.018
68500,-0.812,0.018
69000,-0.588,0.028
69500,-0.537,0.018
70000,-0.723,0.02
70500,-0.633,0.014
71000,-0.625,0.018
71500,-0.733,0.012
72000,-0.719,0.014
72500,-0.727,0.02
73000,-0.843,0.012
73500,-0.739,0.016
74000,-0.84,0.014
74500,-0.634,0.024
75000,-0.645,0.016
75500,-0.641,0.016
76000,-0.598,0.02
76500,-0.697,0.012
77000,-0.631,0.03
77500,-0.947,0.014
78000,-0.903,0.008
78500,-0.784,0.018
79000,-0.645,0.028
79500,-0.664,0.02
80000,-0.726,0.026
80500,-0.746,0.024
81000,-0.581,0.018
81500,-0.693,0.008
82000,-0.632,0.022
82500,-0.675,0.028
83000,-0.708,0.03
83500,-0.693,0.016
84000,-0.918,0.018
84500,-0.738,0.014
85000,-0.661,0.016
85500,-0.691,0.02
86000,-0.684,0.026
86500,-0.733,0.016
87000,-0.636,0.024
87500,-0.718,0.024
88000,-0.787,0.012
88500,-0.746,0.024
89000,-0.737,0.016
89500,-0.714,0.022
90000,-0.689,0.034
90500,-0.749,0.018
91000,-0.711,0.02
91500,-0.685,0.024
92000,-0.878,0.016
92500,-0.584,0.028
93000,-0.676,0.028
93500,-0.649,0.022
94000,-0.575,0.03
94500,-0.742,0.024
95000,-0.704,0.016
95500,-0.775,0.028
96000,-0.875,0.018
96500,-0.642,0.028
97000,-0.755,0.028
97500,-0.796,0.012
98000,-0.586,0.026
98500,-0.584,0.034
99000,-0.691,0.014
99500,-0.758,0.03
100000,-0.706,0.026
100500,-0.634,0.036
101000,-0.661,0.03
101500,-0.756,0.018
102000,-0.797,0.016
102500,-0.834,0.034
103000,-0.685,0.036
103500,-0.709,0.026
104000,-0.564,0.028
104500,-0.714,0.018
105000,-0.791,0.022
105500,-0.651,0.044
106000,-0.925,0.024
106500,-0.658,0.032
107000,-0.696,0.026
107500,-0.648,0.026
108000,-0.639,0.03
108500,-0.552,0.032
109000,-0.853,0.016
109500,-0.663,0.022
110000,-0.557,0.034
110500,-0.756,0.022
111000,-0.633,0.036
111500,-0.736,0.03
112000,-0.567,0.038
112500,-0.678,0.028
113000,-0.706,0.03
113500,-0.781,0.034
114000,-0.723,0.016
114500,-0.801,0.024
115000,-0.714,0.018
115500,-0.91,0.024
116000,-0.688,0.026
116500,-0.661,0.024
117000,-0.785,0.028
117500,-0.705,0.024
118000,-0.668,0.028
118500,-0.697,0.024
119000,-0.657,0.036
119500,-0.781,0.026
120000,-0.625,0.03
120500,-0.772,0.03
121000,-0.653,0.032
121500,-0.795,0.03
122000,-0.594,0.034
122500,-0.753,0.032
123000,-0.697,0.032
123500,-0.676,0.03
124000,-0.68,0.034
124500,-0.632,0.034
125000,-0.673,0.03
125500,-0.776,0.036
126000,-0.796,0.028
126500,-0.791,0.032
127000,-0.738,0.032
127500,-0.763,0.022
128000,-0.796,0.03
128500,-0.851,0.034
129000,-0.707,0.03
129500,-0.549,0.038
130000,-0.78,0.032
130500,-0.699,0.03
131000,-0.718,0.048
131500,-0.79,0.026
132000,-0.564,0.052
132500,-0.715,0.036
133000,-0.724,0.036
133500,-0.702,0.038
134000,-0.68,0.034
134500,-0.471,0.042
135000,-0.891,0.02
135500,-0.659,0.038
136000,-0.594,0.034
136500,-0.664,0.032
137000,-0.674,0.05
137500,-0.779,0.028
138000,-0.562,0.054
138500,-0.779,0.038
139000,-0.607,0.048
139500,-0.764,0.038
140000,-0.76,0.04
140500,-0.769,0.036
141000,-0.865,0.024
141500,-0.659,0.05
142000,-0.639,0.028
142500,-0.583,0.044
143000,-0.805,0.03
143500,-0.615,0.048
144000,-0.786,0.03
144500,-0.601,0.058
145000,-0.71,0.042
145500,-0.679,0.05
146000,-0.701,0.038
146500,-0.619,0.048
147000,-0.769,0.036
147500,-0.447,0.062
148000,-0.655,0.04
148500,-0.499,0.056
149000,-0.466,0.052
149500,-0.494,0.056
150000,-0.621,0.052
150500,-0.564,0.058
151000,-0.847,0.024
151500,-0.678,0.042
152000,-0.777,0.052
152500,-0.627,0.058
153000,-0.6,0.048
153500,-0.573,0.044
154000,-0.496,0.058
154500,-0.617,0.046
155000,-0.751,0.042
155500,-0.638,0.058
156000,-0.681,0.046
156500,-0.769,0.032
157000,-0.605,0.066
157500,-0.593,0.056
158000,-0.603,0.058
158500,-0.729,0.048
159000,-0.565,0.04
159500,-0.656,0.062
160000,-0.483,0.066
160500,-0.636,0.028
161000,-0.59,0.056
161500,-0.601,0.05
162000,-0.687,0.048
162500,-0.521,0.054
163000,-0.614,0.038
163500,-0.598,0.062
164000,-0.426,0.06
164500,-0.585,0.058
165000,-0.635,0.056
165500,-0.494,0.052
166000,-0.736,0.056
166500,-0.475,0.072
167000,-0.703,0.046
167500,-0.721,0.046
168000,-0.679,0.056
168500,-0.62,0.06
169000,-0.517,0.066
169500,-0.76,0.048
170000,-0.619,0.07
170500,-0.647,0.064
171000,-0.728,0.052
171500,-0.706,0.046
172000,-0.59,0.052
172500,-0.635,0.046
173000,-0.424,0.076
173500,-0.697,0.062
174000,-0.566,0.06
174500,-0.662,0.08
175000,-0.611,0.054
175500,-0.603,0.068
176000,-0.471,0.07
176500,-0.671,0.054
177000,-0.594,0.052
177500,-0.697,0.054
178000,-0.563,0.046
178500,-0.621,0.068
179000,-0.48,0.082
179500,-0.45,0.06
180000,-0.631,0.052
180500,-0.707,0.054
181000,-0.525,0.068
181500,-0.526,0.07
182000,-0.589,0.05
182500,-0.671,0.064
183000,-0.581,0.082
183500,-0.441,0.088
184000,-0.335,0.096
184500,-0.61,0.064
185000,-0.476,0.062
185500,-0.431,0.068
186000,-0.738,0.066
186500,-0.638,0.066
187000,-0.411,0.068
187500,-0.65,0.06
188000,-0.626,0.076
188500,-0.542,0.07
189000,-0.316,0.08
189500,-0.576,0.06
190000,-0.402,0.066
190500,-0.387,0.096
191000,-0.516,0.068
191500,-0.686,0.062
192000,-0.514,0.054
192500,-0.506,0.07
193000,-0.589,0.06
193500,-0.656,0.078
194000,-0.634,0.048
194500,-0.525,0.058
