hand,avg_reward,win_rate
500,-0.683,0.002
1000,-0.721,0.004
1500,-0.75,0.006
2000,-0.791,0.0
2500,-0.678,0.0
3000,-0.758,0.004
3500,-0.717,0.002
4000,-0.693,0.004
4500,-0.63,0.006
5000,-0.714,0.002
5500,-0.762,0.002
6000,-0.768,0.0
6500,-0.654,0.006
7000,-0.657,0.006
7500,-0.7,0.002
8000,-0.785,0.006
8500,-0.778,0.008
9000,-0.725,0.002
9500,-0.773,0.004
10000,-0.751,0.004
10500,-0.835,0.008
11000,-0.653,0.002
11500,-0.664,0.0
12000,-0.752,0.002
12500,-0.644,0.008
13000,-0.696,0.006
13500,-0.79,0.002
14000,-0.741,0.004
14500,-0.7,0.004
15000,-0.845,0.002
15500,-0.732,0.004
16000,-0.765,0.004
16500,-0.768,0.012
17000,-0.66,0.008
17500,-0.707,0.004
18000,-0.642,0.008
18500,-0.708,0.006
19000,-0.71,0.006
19500,-0.657,0.006
20000,-0.749,0.002
20500,-0.754,0.002
21000,-0.744,0.012
21500,-0.697,0.014
22000,-0.757,0.004
22500,-0.753,0.006
23000,-0.719,0.008
23500,-0.673,0.008
24000,-0.805,0.004
24500,-0.705,0.004
25000,-0.724,0.008
25500,-0.744,0.006
26000,-0.717,0.012
26500,-0.741,0.014
27000,-0.663,0.004
27500,-0.812,0.006
28000,-0.773,0.01
28500,-0.77,0.006
29000,-0.748,0.008
29500,-0.901,0.004
30000,-0.716,0.008
30500,-0.616,0.014
31000,-0.852,0.006
31500,-0.855,0.004
32000,-0.592,0.012
32500,-0.637,0.01
33000,-0.647,0.008
33500,-0.656,0.012
34000,-0.738,0.018
34500,-0.743,0.004
35000,-0.735,0.01
35500,-0.731,0.006
36000,-0.578,0.01
36500,-0.706,0.018
37000,-0.833,0.008
37500,-0.668,0.008
38000,-0.665,0.014
38500,-0.698,0.006
39000,-0.874,0.002
39500,-0.682,0.012
40000,-0.691,0.014
40500,-0.746,0.014
41000,-0.744,0.01
41500,-0.634,0.018
42000,-0.767,0.004
42500,-0.792,0.004
43000,-0.801,0.01
43500,-0.733,0.014
44000,-0.746,0.016
44500,-0.847,0.004
45000,-0.624,0.012
45500,-0.756,0.014
46000,-0.716,0.012
46500,-0.643,0.006
47000,-0.678,0.014
47500,-0.74,0.006
48000,-0.795,0.01
48500,-0.768,0.008
49000,-0.842,0.008
49500,-0.709,0.024
50000,-0.637,0.02
50500,-0.792,0.008
51000,-0.796,0.014
51500,-0.703,0.004
52000,-0.743,0.006
52500,-0.79,0.012
53000,-0.704,0.014
53500,-0.639,0.008
54000,-0.638,0.01
54500,-0.725,0.024
55000,-0.624,0.016
55500,-0.758,0.012
56000,-0.737,0.008
56500,-0.732,0.01
57000,-0.72,0.014
57500,-0.677,0.018
58000,-0.627,0.008
58500,-0.747,0.016
59000,-0.655,0.018
59500,-0.671,0.012
60000,-0.84,0.01
60500,-0.882,0.01
61000,-0.704,0.014
61500,-0.702,0.022
62000,-0.624,0.03
62500,-0.66,0.01
63000,-0.794,0.006
63500,-0.704,0.018
64000,-0.662,0.014
64500,-0.653,0.02
65000,-0.786,0.006
65500,-0.595,0.014
66000,-0.726,0.016
66500,-0.791,0.012
67000,-0.749,0.018
67500,-0.686,0.02
68000,-0.773,0.01
68500,-0.661,0.018
69000,-0.783,0.012
69500,-0.69,0.012
70000,-0.754,0.008
70500,-0.679,0.014
71000,-0.806,0.018
71500,-0.901,0.008
72000,-0.595,0.028
72500,-0.61,0.022
73000,-0.716,0.022
73500,-0.631,0.014
74000,-0.807,0.02
74500,-0.855,0.006
75000,-0.85,0.012
75500,-0.797,0.014
76000,-0.677,0.018
76500,-0.717,0.018
77000,-0.716,0.022
77500,-0.726,0.014
78000,-0.629,0.018
78500,-0.797,0.014
79000,-0.673,0.024
79500,-0.746,0.016
80000,-0.689,0.02
80500,-0.619,0.022
81000,-0.592,0.016
81500,-0.751,0.028
82000,-0.769,0.02
82500,-0.617,0.024
83000,-0.736,0.02
83500,-0.75,0.008
84000,-0.849,0.012
84500,-0.692,0.026
85000,-0.635,0.02
85500,-0.685,0.026
86000,-0.724,0.026
86500,-0.598,0.026
87000,-0.645,0.02
87500,-0.713,0.024
88000,-0.556,0.026
88500,-0.665,0.02
89000,-0.639,0.028
89500,-0.746,0.012
90000,-0.652,0.024
90500,-0.577,0.018
91000,-0.736,0.024
91500,-0.817,0.014
92000,-0.704,0.016
92500,-0.562,0.026
93000,-0.638,0.022
93500,-0.808,0.022
94000,-0.653,0.032
94500,-0.685,0.026
95000,-0.56,0.034
95500,-0.718,0.024
96000,-0.834,0.022
96500,-0.717,0.024
97000,-0.767,0.018
97500,-0.768,0.028
98000,-0.59,0.028
98500,-0.671,0.024
99000,-0.762,0.026
99500,-0.625,0.02
100000,-0.69,0.034
