hand,avg_reward,win_rate
500,-0.782,0.012
1000,-0.572,0.042
1500,-0.371,0.084
2000,-0.361,0.116
2500,-0.498,0.142
3000,0.096,0.22
3500,-0.141,0.196
4000,-0.2,0.204
4500,0.036,0.23
5000,0.186,0.27
5500,0.215,0.246
6000,0.068,0.25
6500,0.046,0.234
7000,-0.068,0.254
7500,0.146,0.26
8000,0.17,0.276
8500,0.058,0.236
9000,-0.402,0.236
9500,0.096,0.254
10000,0.186,0.25
10500,0.058,0.258
11000,0.028,0.25
11500,-0.094,0.246
12000,-0.04,0.268
12500,0.098,0.276
13000,-0.044,0.246
13500,0.034,0.262
14000,-0.144,0.218
14500,0.122,0.266
15000,0.566,0.284
15500,-0.022,0.224
16000,0.268,0.292
16500,0.036,0.26
17000,-0.11,0.228
17500,0.264,0.276
18000,-0.066,0.24
18500,0.24,0.286
19000,0.464,0.29
19500,0.022,0.234
20000,0.13,0.266
20500,0.226,0.252
21000,0.032,0.24
21500,0.256,0.264
22000,-0.182,0.228
22500,0.444,0.272
23000,0.274,0.284
23500,-0.018,0.262
24000,0.264,0.266
24500,0.09,0.256
25000,-0.18,0.234
25500,0.03,0.252
26000,0.29,0.262
26500,0.206,0.234
27000,0.2,0.274
27500,0.354,0.276
28000,-0.024,0.242
28500,0.224,0.278
29000,0.342,0.284
29500,0.126,0.254
30000,-0.292,0.232
30500,-0.008,0.234
31000,0.204,0.266
31500,0.49,0.288
32000,-0.188,0.238
32500,0.302,0.256
33000,0.318,0.268
33500,0.192,0.266
34000,0.25,0.27
34500,0.018,0.256
35000,-0.006,0.262
35500,0.002,0.252
36000,0.386,0.288
36500,0.432,0.268
37000,-0.074,0.252
37500,0.182,0.268
38000,-0.714,0.2
38500,0.072,0.254
39000,0.29,0.264
39500,0.252,0.264
40000,-0.11,0.25
40500,-0.02,0.242
41000,0.01,0.256
41500,0.468,0.268
42000,-0.044,0.25
42500,0.362,0.258
43000,-0.204,0.264
43500,0.222,0.256
44000,-0.024,0.252
44500,0.07,0.246
45000,-0.218,0.236
45500,0.036,0.24
46000,0.152,0.26
46500,0.338,0.274
47000,0.436,0.286
47500,0.056,0.268
48000,0.174,0.252
48500,0.18,0.27
49000,-0.138,0.232
49500,0.114,0.264
50000,0.156,0.268
50500,-0.316,0.218
51000,-0.062,0.254
51500,0.102,0.258
52000,0.082,0.254
52500,0.364,0.292
53000,0.338,0.302
53500,0.17,0.254
54000,0.162,0.256
54500,0.182,0.284
55000,0.574,0.28
55500,0.092,0.29
56000,0.34,0.258
56500,0.026,0.246
57000,-0.1,0.254
57500,0.254,0.246
58000,0.028,0.264
58500,-0.288,0.23
59000,0.216,0.28
59500,0.342,0.256
60000,0.176,0.276
60500,0.44,0.282
61000,0.07,0.25
61500,-0.108,0.232
62000,0.216,0.254
62500,-0.036,0.24
63000,-0.138,0.268
63500,0.144,0.256
64000,-0.03,0.228
64500,0.186,0.262
65000,0.43,0.276
65500,-0.104,0.242
66000,0.074,0.29
66500,0.334,0.26
67000,0.474,0.288
67500,0.466,0.266
68000,-0.116,0.256
68500,-0.192,0.242
69000,0.054,0.272
69500,0.214,0.268
70000,-0.288,0.216
70500,0.186,0.286
71000,-0.154,0.244
71500,-0.086,0.24
72000,0.004,0.24
72500,-0.054,0.248
73000,-0.172,0.25
73500,-0.054,0.254
74000,-0.124,0.232
74500,0.106,0.268
75000,-0.112,0.264
75500,0.22,0.242
76000,0.01,0.26
76500,0.126,0.278
77000,-0.062,0.256
77500,0.112,0.248
78000,0.426,0.29
78500,0.046,0.256
79000,-0.026,0.236
79500,0.048,0.25
80000,-0.038,0.236
80500,0.686,0.296
81000,-0.262,0.22
81500,0.336,0.268
82000,0.178,0.252
82500,-0.078,0.234
83000,0.278,0.268
83500,-0.14,0.236
84000,-0.092,0.236
84500,0.102,0.256
85000,-0.224,0.218
85500,-0.146,0.23
86000,0.434,0.282
86500,0.226,0.268
87000,0.128,0.268
87500,0.49,0.268
88000,0.102,0.272
88500,0.114,0.244
89000,0.088,0.264
89500,0.602,0.278
90000,0.198,0.258
90500,0.13,0.266
91000,-0.018,0.238
91500,-0.28,0.208
92000,0.124,0.262
92500,0.172,0.25
93000,0.35,0.286
93500,0.28,0.256
94000,0.39,0.28
94500,0.278,0.28
95000,0.352,0.258
95500,0.264,0.266
96000,0.086,0.252
96500,0.016,0.256
97000,0.126,0.262
97500,-0.276,0.204
98000,0.11,0.264
98500,-0.274,0.228
99000,0.366,0.286
99500,-0.07,0.25
100000,-0.124,0.268
