hand,avg_reward,win_rate
500,-0.777,0.002
1000,-0.635,0.004
1500,-0.636,0.004
2000,-0.755,0.002
2500,-0.608,0.006
3000,-0.69,0.004
3500,-0.719,0.002
4000,-0.638,0.01
4500,-0.767,0.006
5000,-0.747,0.002
5500,-0.679,0.004
6000,-0.779,0.002
6500,-0.733,0.004
7000,-0.767,0.004
7500,-0.722,0.008
8000,-0.72,0.002
8500,-0.811,0.008
9000,-0.662,0.01
9500,-0.627,0.006
10000,-0.729,0.006
10500,-0.658,0.008
11000,-0.718,0.006
11500,-0.746,0.004
12000,-0.719,0.006
12500,-0.744,0.004
13000,-0.841,0.002
13500,-0.771,0.006
14000,-0.724,0.012
14500,-0.698,0.006
15000,-0.723,0.008
15500,-0.726,0.006
16000,-0.754,0.012
16500,-0.861,0.008
17000,-0.73,0.008
17500,-0.778,0.008
18000,-0.81,0.004
18500,-0.785,0.002
19000,-0.698,0.01
19500,-0.608,0.01
20000,-0.888,0.006
20500,-0.743,0.012
21000,-0.736,0.01
21500,-0.753,0.016
22000,-0.734,0.01
22500,-0.75,0.006
23000,-0.687,0.004
23500,-0.707,0.008
24000,-0.739,0.012
24500,-0.789,0.008
25000,-0.645,0.026
25500,-0.777,0.022
26000,-0.709,0.02
26500,-0.704,0.016
27000,-0.672,0.016
27500,-0.817,0.008
28000,-0.717,0.016
28500,-0.713,0.008
29000,-0.674,0.014
29500,-0.787,0.01
30000,-0.788,0.012
30500,-0.721,0.006
31000,-0.592,0.026
31500,-0.739,0.016
32000,-0.829,0.008
32500,-0.737,0.022
33000,-0.827,0.012
33500,-0.826,0.016
34000,-0.535,0.028
34500,-0.712,0.024
35000,-0.764,0.02
35500,-0.692,0.014
36000,-0.732,0.022
36500,-0.773,0.018
37000,-0.692,0.018
37500,-0.692,0.01
38000,-0.668,0.016
38500,-0.538,0.032
39000,-0.685,0.018
39500,-0.694,0.02
40000,-0.797,0.004
40500,-0.787,0.018
41000,-0.739,0.018
41500,-0.695,0.034
42000,-0.802,0.014
42500,-0.652,0.03
43000,-0.585,0.028
43500,-0.715,0.034
44000,-0.839,0.012
44500,-0.769,0.016
45000,-0.818,0.018
45500,-0.769,0.018
46000,-0.781,0.016
46500,-0.77,0.026
47000,-0.811,0.022
47500,-0.667,0.032
48000,-0.846,0.014
48500,-0.751,0.022
49000,-0.753,0.026
49500,-0.824,0.016
50000,-0.628,0.02
50500,-0.734,0.02
51000,-0.691,0.034
51500,-0.718,0.03
52000,-0.716,0.026
52500,-0.498,0.034
53000,-0.593,0.032
53500,-0.596,0.032
54000,-0.625,0.036
54500,-0.616,0.036
55000,-0.511,0.05
55500,-0.621,0.034
56000,-0.761,0.026
56500,-0.65,0.03
57000,-0.619,0.032
57500,-0.689,0.03
58000,-0.656,0.03
58500,-0.528,0.04
59000,-0.53,0.048
59500,-0.716,0.03
60000,-0.675,0.032
60500,-0.766,0.028
61000,-0.558,0.032
61500,-0.685,0.026
62000,-0.616,0.022
62500,-0.529,0.032
63000,-0.7,0.022
63500,-0.691,0.03
64000,-0.546,0.036
64500,-0.498,0.044
65000,-0.622,0.042
65500,-0.633,0.034
66000,-0.67,0.034
66500,-0.634,0.044
67000,-0.606,0.05
67500,-0.468,0.05
68000,-0.593,0.048
68500,-0.5,0.048
69000,-0.593,0.05
69500,-0.645,0.05
70000,-0.633,0.05
70500,-0.646,0.038
71000,-0.829,0.04
71500,-0.574,0.044
72000,-0.772,0.042
72500,-0.79,0.024
73000,-0.783,0.032
73500,-0.665,0.036
74000,-0.729,0.038
74500,-0.974,0.026
75000,-0.659,0.03
75500,-0.747,0.046
76000,-0.563,0.05
76500,-0.689,0.042
77000,-0.498,0.056
77500,-0.565,0.044
78000,-0.767,0.044
78500,-0.638,0.048
79000,-0.374,0.074
79500,-0.615,0.042
80000,-0.457,0.068
80500,-0.734,0.046
81000,-0.323,0.064
81500,-0.5,0.062
82000,-0.52,0.054
82500,-0.567,0.04
83000,-0.618,0.054
83500,-0.577,0.048
84000,-0.701,0.034
84500,-0.635,0.068
85000,-0.536,0.054
85500,-0.575,0.064
86000,-0.435,0.062
86500,-0.716,0.056
87000,-0.439,0.072
87500,-0.676,0.058
88000,-0.604,0.076
88500,-0.579,0.062
89000,-0.509,0.064
89500,-0.545,0.056
90000,-0.8,0.042
90500,-0.452,0.07
91000,-0.656,0.064
91500,-0.527,0.066
92000,-0.468,0.062
92500,-0.413,0.082
93000,-0.512,0.076
93500,-0.765,0.064
94000,-0.445,0.08
94500,-0.435,0.088
95000,-0.624,0.058
95500,-0.531,0.08
96000,-0.639,0.054
96500,-0.496,0.072
97000,-0.622,0.066
97500,-0.464,0.088
98000,-0.622,0.048
98500,-0.544,0.054
99000,-0.508,0.08
99500,-0.573,0.056
100000,-0.459,0.09
100500,-0.525,0.072
101000,-0.522,0.082
101500,-0.496,0.072
102000,-0.656,0.074
102500,-0.541,0.072
103000,-0.567,0.082
103500,-0.609,0.074
104000,-0.508,0.086
104500,-0.447,0.09
105000,-0.413,0.072
105500,-0.361,0.094
106000,-0.494,0.098
106500,-0.539,0.104
107000,-0.597,0.08
107500,-0.461,0.084
108000,-0.527,0.078
108500,-0.493,0.076
109000,-0.594,0.086
109500,-0.472,0.092
110000,-0.379,0.07
110500,-0.353,0.096
111000,-0.531,0.08
111500,-0.492,0.088
112000,-0.501,0.08
112500,-0.471,0.082
113000,-0.413,0.104
113500,-0.492,0.072
114000,-0.435,0.084
114500,-0.41,0.088
115000,-0.508,0.086
115500,-0.386,0.084
116000,-0.524,0.094
116500,-0.547,0.082
117000,-0.446,0.086
117500,-0.457,0.082
118000,-0.346,0.108
118500,-0.534,0.112
119000,-0.546,0.106
119500,-0.388,0.106
120000,-0.414,0.1
120500,-0.223,0.094
121000,-0.319,0.12
121500,-0.31,0.104
122000,-0.266,0.12
122500,-0.261,0.114
123000,-0.518,0.116
123500,-0.591,0.096
124000,-0.448,0.1
124500,-0.451,0.102
125000,-0.508,0.1
125500,-0.319,0.124
126000,-0.493,0.1
126500,-0.431,0.102
127000,-0.345,0.11
127500,-0.225,0.104
128000,-0.216,0.112
128500,-0.228,0.124
129000,-0.227,0.124
129500,-0.337,0.096
130000,-0.244,0.114
130500,-0.405,0.09
131000,-0.39,0.144
131500,-0.302,0.114
132000,-0.308,0.122
132500,-0.267,0.134
133000,-0.19,0.13
133500,-0.397,0.1
134000,-0.355,0.108
134500,-0.222,0.136
135000,-0.321,0.114
135500,-0.398,0.104
136000,-0.151,0.122
136500,-0.34,0.084
137000,-0.231,0.118
137500,-0.47,0.12
138000,-0.205,0.14
138500,-0.244,0.14
139000,-0.4,0.104
139500,-0.364,0.118
140000,-0.311,0.118
140500,-0.016,0.136
141000,-0.423,0.122
141500,-0.396,0.124
142000,-0.076,0.154
142500,-0.379,0.114
143000,-0.241,0.132
143500,-0.121,0.144
144000,-0.367,0.114
144500,-0.295,0.12
145000,-0.436,0.124
145500,-0.215,0.128
146000,-0.233,0.146
146500,-0.23,0.124
147000,-0.188,0.142
147500,-0.062,0.128
148000,-0.109,0.164
148500,-0.142,0.128
149000,-0.132,0.14
149500,-0.231,0.124
150000,-0.335,0.126
150500,-0.172,0.162
151000,-0.262,0.138
151500,-0.285,0.146
152000,-0.247,0.126
152500,-0.334,0.118
153000,-0.251,0.142
153500,-0.058,0.148
154000,-0.421,0.116
154500,-0.367,0.132
155000,-0.36,0.124
155500,-0.124,0.148
156000,-0.401,0.13
156500,-0.189,0.13
157000,-0.31,0.138
157500,-0.227,0.154
158000,-0.291,0.136
158500,-0.163,0.162
159000,-0.463,0.1
159500,-0.399,0.142
160000,-0.266,0.152
160500,0.03,0.158
161000,-0.205,0.146
161500,-0.21,0.144
162000,-0.244,0.13
162500,-0.206,0.174
163000,-0.254,0.152
163500,-0.198,0.154
164000,-0.141,0.148
164500,-0.235,0.144
165000,-0.232,0.162
165500,-0.236,0.168
166000,-0.148,0.144
166500,-0.281,0.136
167000,-0.104,0.168
167500,-0.365,0.13
168000,-0.155,0.168
168500,-0.251,0.146
169000,-0.255,0.132
169500,-0.211,0.154
170000,-0.26,0.154
170500,-0.028,0.156
171000,0.003,0.182
171500,-0.277,0.162
172000,-0.329,0.178
172500,-0.265,0.142
173000,-0.137,0.172
173500,-0.367,0.114
174000,-0.226,0.164
174500,-0.087,0.14
175000,-0.292,0.148
175500,-0.149,0.164
176000,-0.131,0.164
176500,-0.337,0.134
177000,-0.208,0.148
177500,-0.041,0.178
178000,-0.22,0.138
178500,-0.034,0.162
179000,-0.169,0.14
179500,-0.261,0.164
180000,0.003,0.184
180500,-0.146,0.164
181000,-0.166,0.138
181500,-0.147,0.154
182000,-0.1,0.184
182500,0.03,0.172
183000,0.007,0.164
183500,-0.018,0.156
184000,-0.181,0.184
184500,-0.056,0.192
185000,-0.103,0.194
185500,0.037,0.18
186000,-0.022,0.178
186500,-0.115,0.158
187000,-0.203,0.164
187500,-0.297,0.154
188000,-0.026,0.196
188500,-0.132,0.192
189000,-0.096,0.156
189500,0.066,0.182
190000,-0.084,0.174
190500,0.021,0.188
191000,0.025,0.18
191500,-0.024,0.192
192000,-0.079,0.178
192500,-0.082,0.178
193000,-0.126,0.17
193500,-0.225,0.152
194000,-0.273,0.172
194500,0.134,0.182
195000,-0.012,0.184
195500,-0.118,0.168
196000,-0.334,0.15
196500,-0.14,0.186
197000,0.061,0.204
197500,0.025,0.178
198000,-0.258,0.172
198500,-0.255,0.146
199000,-0.232,0.178
199500,-0.02,0.162
200000,0.004,0.186
200500,-0.114,0.152
201000,0.009,0.19
201500,0.019,0.196
202000,-0.25,0.146
202500,-0.156,0.17
203000,-0.13,0.158
203500,0.16,0.196
204000,-0.038,0.194
204500,-0.099,0.19
205000,0.026,0.208
205500,-0.243,0.152
206000,-0.056,0.176
206500,0.211,0.224
207000,-0.048,0.184
207500,-0.158,0.174
208000,-0.122,0.19
208500,-0.139,0.18
209000,-0.073,0.186
209500,-0.09,0.18
210000,-0.225,0.156
210500,0.035,0.182
211000,0.031,0.21
211500,0.135,0.228
212000,-0.098,0.19
212500,-0.217,0.18
213000,-0.126,0.17
213500,-0.052,0.164
214000,-0.089,0.198
214500,-0.058,0.194
215000,0.201,0.192
215500,-0.121,0.204
216000,0.087,0.194
216500,-0.243,0.182
217000,0.094,0.204
217500,-0.059,0.176
218000,0.007,0.202
218500,0.021,0.192
219000,-0.11,0.174
219500,0.115,0.212
220000,0.06,0.204
220500,0.211,0.214
221000,0.068,0.21
221500,-0.023,0.194
222000,0.01,0.21
222500,0.17,0.204
223000,0.027,0.196
223500,0.213,0.22
224000,0.063,0.216
224500,0.168,0.226
225000,0.187,0.188
225500,0.106,0.196
226000,-0.042,0.196
226500,0.022,0.202
227000,-0.281,0.17
227500,-0.015,0.188
228000,0.129,0.21
228500,0.014,0.188
229000,0.092,0.202
229500,0.129,0.218
230000,0.08,0.194
230500,0.07,0.218
231000,0.06,0.192
231500,-0.296,0.164
232000,0.129,0.23
232500,-0.08,0.192
233000,0.085,0.222
233500,-0.022,0.202
234000,0.142,0.206
234500,-0.011,0.22
235000,0.176,0.204
235500,0.166,0.224
236000,0.052,0.236
236500,-0.059,0.196
237000,0.175,0.222
237500,0.054,0.196
238000,-0.015,0.21
238500,0.153,0.212
239000,-0.023,0.194
239500,0.162,0.232
240000,-0.011,0.212
240500,0.189,0.208
241000,0.069,0.208
241500,0.153,0.236
242000,-0.066,0.216
242500,0.0,0.208
243000,-0.124,0.174
243500,-0.125,0.214
244000,0.383,0.248
244500,0.098,0.228
245000,-0.015,0.182
245500,0.16,0.21
246000,0.043,0.214
246500,0.098,0.23
247000,0.149,0.218
247500,0.12,0.224
248000,0.052,0.206
248500,0.08,0.206
249000,0.113,0.212
249500,0.079,0.212
250000,0.022,0.218
250500,0.183,0.226
