hand,avg_reward,win_rate
500,-0.803,0.0
1000,-0.777,0.002
1500,-0.666,0.006
2000,-0.558,0.012
2500,-0.765,0.004
3000,-0.745,0.002
3500,-0.751,0.002
4000,-0.954,0.004
4500,-0.768,0.006
5000,-0.811,0.0
5500,-0.697,0.002
6000,-0.726,0.006
6500,-0.687,0.004
7000,-0.865,0.002
7500,-0.81,0.004
8000,-0.839,0.0
8500,-0.715,0.004
9000,-0.767,0.002
9500,-0.676,0.004
10000,-0.712,0.002
10500,-0.815,0.004
11000,-0.622,0.004
11500,-0.707,0.004
12000,-0.639,0.008
12500,-0.702,0.006
13000,-0.71,0.002
13500,-0.722,0.002
14000,-0.886,0.008
14500,-0.72,0.012
15000,-0.695,0.002
15500,-0.747,0.002
16000,-0.851,0.004
16500,-0.699,0.01
17000,-0.807,0.002
17500,-0.741,0.002
18000,-0.727,0.002
18500,-0.7,0.006
19000,-0.742,0.006
19500,-0.74,0.008
20000,-0.768,0.008
20500,-0.842,0.002
21000,-0.672,0.008
21500,-0.707,0.006
22000,-0.814,0.006
22500,-0.625,0.012
23000,-0.697,0.006
23500,-0.66,0.01
24000,-0.689,0.008
24500,-0.642,0.004
25000,-0.771,0.004
25500,-0.686,0.01
26000,-0.669,0.006
26500,-0.646,0.008
27000,-0.601,0.006
27500,-0.701,0.002
28000,-0.802,0.004
28500,-0.63,0.012
29000,-0.724,0.004
29500,-0.781,0.002
30000,-0.846,0.01
30500,-0.828,0.0
31000,-0.673,0.014
31500,-0.679,0.014
32000,-0.826,0.006
32500,-0.716,0.004
33000,-0.59,0.022
33500,-0.818,0.002
34000,-0.74,0.008
34500,-0.752,0.006
35000,-0.655,0.008
35500,-0.64,0.014
36000,-0.696,0.01
36500,-0.765,0.008
37000,-0.787,0.014
37500,-0.66,0.016
38000,-0.688,0.008
38500,-0.743,0.01
39000,-0.798,0.004
39500,-0.756,0.016
40000,-0.671,0.012
40500,-0.731,0.008
41000,-0.727,0.004
41500,-0.721,0.008
42000,-0.716,0.008
42500,-0.657,0.008
43000,-0.689,0.016
43500,-0.873,0.008
44000,-0.707,0.012
44500,-0.839,0.0
45000,-0.724,0.012
45500,-0.697,0.016
46000,-0.748,0.008
46500,-0.667,0.012
47000,-0.744,0.008
47500,-0.681,0.02
48000,-0.678,0.01
48500,-0.73,0.01
49000,-0.647,0.012
49500,-0.757,0.012
50000,-0.726,0.01
50500,-0.667,0.014
51000,-0.651,0.012
51500,-0.785,0.012
52000,-0.616,0.014
52500,-0.636,0.014
53000,-0.714,0.004
53500,-0.564,0.018
54000,-0.833,0.008
54500,-0.756,0.01
55000,-0.678,0.012
55500,-0.686,0.016
56000,-0.692,0.01
56500,-0.689,0.008
57000,-0.731,0.012
57500,-0.669,0.016
58000,-0.836,0.008
58500,-0.847,0.01
59000,-0.653,0.014
59500,-0.806,0.016
60000,-0.668,0.006
60500,-0.714,0.018
61000,-0.818,0.014
61500,-0.736,0.014
62000,-0.742,0.01
62500,-0.753,0.02
63000,-0.783,0.014
63500,-0.709,0.022
64000,-0.799,0.014
64500,-0.732,0.01
65000,-0.816,0.01
65500,-0.685,0.024
66000,-0.9,0.012
66500,-0.723,0.012
67000,-0.762,0.018
67500,-0.859,0.014
68000,-0.685,0.026
68500,-0.873,0.01
69000,-0.707,0.018
69500,-0.803,0.012
70000,-0.779,0.014
70500,-0.769,0.01
71000,-0.656,0.02
71500,-0.743,0.014
72000,-0.698,0.024
72500,-0.855,0.012
