hand,avg_reward,win_rate
500,-0.725,0.002
1000,-0.645,0.008
1500,-0.831,0.008
2000,-0.882,0.004
2500,-0.741,0.008
3000,-0.76,0.01
3500,-0.709,0.012
4000,-0.696,0.024
4500,-0.64,0.028
5000,-0.754,0.022
5500,-0.722,0.02
6000,-0.611,0.042
6500,-0.672,0.036
7000,-0.576,0.048
7500,-0.672,0.038
8000,-0.66,0.05
8500,-0.553,0.064
9000,-0.616,0.066
9500,-0.624,0.04
10000,-0.559,0.062
10500,-0.668,0.058
11000,-0.513,0.074
11500,-0.739,0.068
12000,-0.587,0.086
12500,-0.631,0.098
13000,-0.428,0.086
13500,-0.372,0.104
14000,-0.261,0.132
14500,-0.398,0.12
15000,-0.259,0.12
15500,-0.524,0.1
16000,-0.098,0.132
16500,-0.147,0.154
17000,-0.114,0.176
17500,-0.102,0.152
18000,-0.191,0.164
18500,-0.085,0.178
19000,-0.064,0.156
19500,-0.003,0.174
20000,-0.146,0.166
20500,0.004,0.19
21000,0.111,0.222
21500,-0.021,0.178
22000,0.004,0.178
22500,-0.103,0.2
23000,-0.086,0.196
23500,-0.103,0.198
24000,-0.065,0.214
24500,-0.041,0.18
25000,-0.051,0.214
25500,0.12,0.178
26000,0.189,0.236
26500,0.048,0.218
27000,0.064,0.208
27500,0.346,0.232
28000,0.153,0.21
28500,0.263,0.218
29000,0.428,0.26
29500,0.031,0.22
30000,0.511,0.278
30500,-0.189,0.206
31000,0.528,0.262
31500,0.34,0.266
32000,0.244,0.238
32500,0.474,0.294
33000,0.056,0.234
33500,0.211,0.244
34000,0.4,0.272
34500,0.475,0.292
35000,0.086,0.216
35500,0.384,0.268
36000,0.127,0.228
36500,0.088,0.252
37000,0.321,0.214
37500,0.239,0.274
38000,0.403,0.256
38500,0.677,0.282
39000,0.299,0.266
39500,0.521,0.306
40000,0.335,0.276
40500,0.128,0.23
41000,0.061,0.24
41500,0.19,0.26
42000,0.312,0.258
42500,0.551,0.25
43000,0.352,0.244
43500,0.134,0.242
44000,0.273,0.28
44500,0.638,0.306
45000,0.316,0.274
45500,0.118,0.242
46000,0.579,0.296
46500,0.574,0.284
47000,0.324,0.294
47500,0.386,0.25
48000,0.23,0.25
48500,0.325,0.276
49000,0.181,0.254
49500,0.597,0.274
50000,0.568,0.3
50500,0.414,0.28
51000,0.3,0.272
51500,0.324,0.282
52000,0.519,0.298
52500,0.014,0.254
53000,0.545,0.298
53500,0.648,0.302
54000,0.313,0.294
54500,0.341,0.282
55000,0.53,0.29
55500,0.502,0.304
56000,0.26,0.302
56500,0.538,0.26
57000,0.171,0.254
57500,0.336,0.29
58000,0.278,0.278
58500,0.512,0.314
59000,0.14,0.262
59500,0.152,0.29
60000,0.396,0.282
60500,0.194,0.294
61000,0.318,0.278
61500,0.336,0.266
62000,0.601,0.3
62500,0.312,0.24
63000,0.212,0.278
63500,0.42,0.302
64000,0.292,0.282
64500,0.378,0.266
65000,0.37,0.29
65500,0.344,0.278
66000,0.357,0.282
66500,0.486,0.286
67000,0.586,0.298
67500,0.187,0.254
68000,0.52,0.286
68500,0.612,0.286
69000,0.496,0.304
69500,0.54,0.286
70000,0.504,0.274
70500,0.482,0.268
71000,0.026,0.25
71500,0.762,0.308
72000,0.606,0.322
72500,0.678,0.3
73000,0.27,0.272
73500,0.304,0.282
74000,0.359,0.282
74500,0.606,0.31
75000,0.368,0.268
75500,0.154,0.254
76000,0.048,0.242
76500,0.49,0.26
77000,-0.004,0.248
77500,0.462,0.3
78000,0.25,0.272
78500,0.69,0.306
79000,0.1,0.266
79500,0.488,0.314
80000,0.682,0.33
80500,0.602,0.3
81000,0.624,0.312
81500,0.592,0.29
82000,0.444,0.264
82500,0.502,0.286
83000,0.364,0.248
83500,0.454,0.292
84000,0.254,0.262
84500,0.386,0.278
85000,0.41,0.27
85500,0.658,0.32
86000,0.336,0.272
86500,0.244,0.278
87000,0.36,0.294
87500,0.48,0.288
88000,0.648,0.292
88500,0.516,0.286
89000,0.292,0.284
89500,0.478,0.296
90000,0.544,0.288
90500,0.312,0.27
91000,0.536,0.292
91500,0.502,0.296
92000,0.268,0.294
92500,0.498,0.294
93000,0.108,0.26
93500,0.448,0.292
94000,0.474,0.304
94500,0.47,0.29
95000,0.618,0.332
95500,0.352,0.272
96000,0.416,0.292
96500,0.588,0.288
97000,0.242,0.264
97500,0.266,0.27
98000,0.728,0.3
98500,0.33,0.262
99000,0.444,0.286
99500,0.314,0.268
100000,0.788,0.32
