hand,avg_reward,win_rate
500,-0.765,0.002
1000,-0.733,0.008
1500,-0.706,0.004
2000,-0.773,0.004
2500,-0.675,0.0
3000,-0.778,0.004
3500,-0.784,0.002
4000,-0.806,0.002
4500,-0.739,0.004
5000,-0.686,0.006
5500,-0.769,0.01
6000,-0.666,0.006
6500,-0.75,0.008
7000,-0.817,0.002
7500,-0.674,0.01
8000,-0.716,0.004
8500,-0.658,0.01
9000,-0.758,0.002
9500,-0.723,0.008
10000,-0.704,0.004
