hand,avg_reward,win_rate
500,-0.784,0.006
1000,-0.773,0.006
1500,-0.808,0.004
2000,-0.682,0.02
2500,-0.816,0.01
3000,-0.661,0.008
3500,-0.635,0.026
4000,-0.67,0.02
4500,-0.854,0.008
5000,-0.621,0.03
