hand,avg_reward,win_rate
500,-0.741,0.018
1000,-0.639,0.048
1500,-0.359,0.122
2000,-0.212,0.142
2500,-0.101,0.192
3000,-0.104,0.192
3500,-0.077,0.24
4000,0.017,0.214
4500,-0.968,0.174
5000,-1.514,0.17
