hand,avg_reward,win_rate
500,-0.732,0.0
1000,-0.757,0.004
1500,-0.719,0.0
2000,-0.763,0.002
2500,-0.783,0.004
3000,-0.635,0.002
3500,-0.713,0.0
4000,-0.762,0.002
4500,-0.752,0.004
5000,-0.696,0.002
