hand,avg_reward,win_rate
500,-0.632,0.022
1000,-0.53,0.048
1500,-0.279,0.096
2000,-0.264,0.156
2500,-0.157,0.198
3000,0.023,0.236
3500,-0.093,0.186
4000,0.003,0.222
4500,0.454,0.254
5000,0.277,0.228
5500,0.44,0.278
6000,0.545,0.28
6500,0.57,0.292
7000,0.502,0.272
7500,0.468,0.254
8000,0.694,0.278
8500,0.294,0.25
9000,0.564,0.312
9500,0.502,0.274
10000,0.412,0.256
